Date,Open,High,Low,Close,Volume
2008-02-27,70.45,71.48,69.57,70.87,8926077
2008-02-28,70.3,70.6,67.11,67.85,13165798
2008-02-29,67,67.5,63.97,64.47,11664380
2008-03-03,63.63,64.49,61.2,62.43,13720276
2008-03-04,61.77,66.6,61.23,65.34,16703103
2008-03-05,65.66,66.34,63.82,64.99,11126333
2008-03-06,64.75,65.46,62.5,62.74,8343218
2008-03-07,62.2,64.87,62.01,64.09,10438060
2008-03-10,63.9,65.15,62.91,63.47,9324684
2008-03-11,65.95,67.17,63.71,67.15,9745519
2008-03-12,66.82,68.23,65.64,66.51,7749016
2008-03-13,65.2,69.55,64.36,68.32,10707495
2008-03-14,68.83,70.68,66.06,68.22,12420608
2008-03-17,65.69,67.79,64.92,66.53,9710423
2008-03-18,68.33,71.92,67.59,71.7,9551841
2008-03-19,71.06,74,70.17,70.17,11042084
2008-03-20,70.17,73.49,69.38,73.19,11411268
2008-03-24,73.74,76.93,72.75,75.95,9395333
2008-03-25,75.83,76.28,74.05,75.17,6327468
2008-03-26,74.14,75.12,73.24,73.8,6285059
2008-03-27,74.58,74.69,70.79,70.8,7942377
2008-03-28,71,72.21,69.26,69.76,5279038
2008-03-31,70.25,71.64,69.63,71.3,5469682
2008-04-01,72.99,77.09,72.76,76.7,9733607
2008-04-02,77.24,79,76.12,77.37,8592387
2008-04-03,75.2,76.01,73.81,74.94,8149827
2008-04-04,75.26,77.83,74.28,76.87,7152710
2008-04-07,77.09,78.43,76,76.9,6671388
2008-04-08,76.16,77.61,75.5,77.3,4952316
2008-04-09,76.59,76.67,73.66,74.39,6660237
2008-04-10,74.48,75.49,72.73,74.83,6255478
2008-04-11,73.7,74.3,71.62,71.99,6732015
2008-04-14,71.7,74,71.29,72.61,4354455
2008-04-15,73.44,73.98,70.65,72.5,6812001
2008-04-16,73.21,75,72.94,74.59,6745936
2008-04-17,74.19,75.02,73.61,74.04,6215976
2008-04-18,76.42,82,76.32,80.1,16789896
2008-04-21,80.25,81.34,79.06,80.18,9334898
2008-04-22,79.94,79.94,77.54,79.6,7244261
2008-04-23,80.25,82.64,78.74,81,19250372
2008-04-24,77.71,80.53,76.93,77.69,21077856
2008-04-25,77.81,81.32,77.26,80.86,9458202
2008-04-28,80.64,82.5,80.12,81.97,10991897
2008-04-29,81.42,81.77,79.86,80.74,6726326
2008-04-30,80.9,81.34,77.92,78.63,7875193
2008-05-01,78.4,80.01,77.97,79.36,7196991
2008-05-02,80.3,81.2,76.4,77.31,8154836
2008-05-05,77.27,77.77,75.87,75.92,5647337
2008-05-06,75.51,76.77,75.05,75.71,6491646
2008-05-07,75.51,76.64,74.07,74.45,4729822
2008-05-08,73.73,74.16,71.56,72.79,8114995
2008-05-09,72.2,73.34,71.66,72.41,4243462
2008-05-12,73,74.93,71.78,74.53,7215385
2008-05-13,74.72,74.96,73.31,74.56,5020802
2008-05-14,74.92,75.75,73.98,74.2,4589104
2008-05-15,73.89,76.32,73.55,76.12,6917652
2008-05-16,76.42,76.83,74.86,76.46,6206648
2008-05-19,79,84.75,78.86,82.29,18684704
2008-05-20,82.17,82.7,80.03,80.72,7912117
2008-05-21,80.46,81.15,77.5,78.3,7070423
2008-05-22,78.42,79.69,78,79.26,5390148
2008-05-23,78.55,78.87,77.43,78.35,6331846
2008-05-27,78.25,80.9,77.97,80.62,10108177
2008-05-28,80.54,80.79,78.99,80.08,6700586
2008-05-29,80.61,81.96,80.17,80.35,6857593
2008-05-30,80.58,81.77,80.3,81.62,5268560
2008-06-02,81.54,81.57,80.05,80.23,6215132
2008-06-03,80.71,81.89,79.26,80.11,5869949
2008-06-04,80.11,81.82,79.72,81.5,6458299
2008-06-05,82,84.88,81.8,84.51,8938149
2008-06-06,83.19,83.64,80.56,80.63,7843647
2008-06-09,81.43,81.53,78.12,79.43,6537218
2008-06-10,78.2,81.04,78.2,79.62,6065551
2008-06-11,79.35,80,77.03,77.28,5874486
2008-06-12,78.28,79.05,75.01,76.15,6204383
2008-06-13,76.7,80,76.7,79.17,5974415
2008-06-16,78.42,82.53,78.41,81.7,5754310
2008-06-17,83.15,84.3,82.8,82.97,8801835
2008-06-18,82,83.17,81.32,82.52,6846552
2008-06-19,82.21,84.47,81.5,84.26,6717297
2008-06-20,83.1,83.46,80.51,81.1,6588778
2008-06-23,81.3,82.15,79.55,80.68,7425569
2008-06-24,79.55,80.79,77.63,79.64,7140024
2008-06-25,80.45,82.15,79.52,80.51,7393264
2008-06-26,79,79.89,76,76.3,11309580
2008-06-27,75.44,76.07,72.62,74.66,11781145
2008-06-30,74.9,76.12,73.21,73.33,7104048
2008-07-01,72.21,74.23,70.52,73.62,10275046
2008-07-02,74.05,74.41,71.38,71.44,7043956
2008-07-03,72.35,73.84,70.52,72,4248152
2008-07-07,72.37,74.4,70.76,72.49,7355489
2008-07-08,72.2,75.49,71.75,75.04,7915971
2008-07-09,74.6,74.9,70.48,70.61,6911004
2008-07-10,70.7,71.77,67.99,70.63,9941594
2008-07-11,69.75,69.99,66.74,68.54,7929918
2008-07-14,69.31,69.5,65.59,66.28,9021109
2008-07-15,65.7,68.62,62.99,67.03,11341726
2008-07-16,66.94,72.75,66.84,71.84,12035548
2008-07-17,71.2,72.38,67.74,72.11,9593060
2008-07-18,69.89,70.84,68.4,69.12,8297959
2008-07-21,69.16,69.8,66.3,68.48,6893545
2008-07-22,67.21,69.14,65.88,67.97,8794896
2008-07-23,67.78,72.07,67.46,70.54,17007792
2008-07-24,76.33,82.38,76.29,78.72,30997640
2008-07-25,79.7,80.94,78.12,78.31,9087720
2008-07-28,77.09,78.31,74.86,75.98,10479466
2008-07-29,76.49,78.8,76.16,78.21,6768410
2008-07-30,78.6,79.85,76.42,78.21,7566217
2008-07-31,76.75,78.17,76.1,76.34,5299265
2008-08-01,76.36,76.49,74.05,75.75,4774281
2008-08-04,76,77.3,75.01,75.71,4484592
2008-08-05,77,79.52,76.52,79.11,7794587
2008-08-06,78.63,78.63,76.73,78.09,6405563
2008-08-07,77.01,78.05,76,76.95,5444759
2008-08-08,76.78,81.21,76.29,80.51,9162520
2008-08-11,80.18,91.75,79.78,88.09,25068650
2008-08-12,87.36,88.48,86.1,87.25,8026464
2008-08-13,86.28,88.25,84.54,86.69,7208444
2008-08-14,85.9,88.75,85.22,88.03,6900590
2008-08-15,88.17,89.53,86.26,86.4,6871133
2008-08-18,86.03,86.28,83.04,83.11,6547311
2008-08-19,83.07,83.51,81.06,81.29,6630075
2008-08-20,82,83.25,81.2,82.13,5950584
2008-08-21,81.41,83.77,80.98,83.26,6157633
2008-08-22,84.36,85.46,83.93,85.26,4676583
2008-08-25,84.63,84.64,82.45,82.85,4356360
2008-08-26,82.74,83.12,81.25,81.76,4371690
2008-08-27,81.44,82.74,81,81.73,5626695
2008-08-28,81.94,83.65,81.8,83.42,7833971
2008-08-29,82.74,82.9,80.5,80.81,4728663
2008-09-02,83.16,84.5,81.21,81.41,6000730
2008-09-03,81.4,82,80.02,80.77,5742509
2008-09-04,80.25,80.81,78.02,78.03,8316368
2008-09-05,77.17,80.72,77.08,79.19,8068981
2008-09-08,82.25,83.75,78.85,81.16,9490558
2008-09-09,80.77,81.96,78.99,79.04,5821766
2008-09-10,80.1,80.22,76.15,76.74,9444635
2008-09-11,75.12,79.8,75.1,79.51,7807302
2008-09-12,78.5,79.6,76.62,78.3,6479718
2008-09-15,76.86,79.88,76.3,77.34,8980473
2008-09-16,76.75,79.63,76.67,78.73,13091668
2008-09-17,77.44,78.24,71.24,71.54,13163379
2008-09-18,73.31,77.5,70.08,76.5,12396676
2008-09-19,80.32,86.77,76.5,81,14771940
2008-09-22,81.13,81.63,74.32,74.93,7035695
2008-09-23,75.79,76.29,70.77,71.76,8593869
2008-09-24,72.3,73.65,68.94,69.96,9371270
2008-09-25,70.66,72.75,70.01,72.08,6070532
2008-09-26,69.52,71.05,68.08,70.7,6746426
2008-09-29,68.41,69.37,61.32,63.35,12003810
2008-09-30,66,73.12,65.32,72.76,13031513
2008-10-01,71.54,71.99,68.41,69.58,9618387
2008-10-02,67.69,68.96,65.41,67.36,8725888
2008-10-03,69.49,70.95,66.59,67,11226631
2008-10-06,64,65.89,60.47,65.23,13383367
2008-10-07,65.85,66.43,58.5,58.52,12755379
2008-10-08,55.35,62.75,55.35,61.02,14322878
2008-10-09,61.99,63.5,56,56,13930638
2008-10-10,52.98,59.75,51.05,56.25,18020048
2008-10-13,59.1,62.21,57.37,62.02,11193476
2008-10-14,63.7,64,54.8,55.86,17306580
2008-10-15,54.49,54.69,48.35,48.72,16251829
2008-10-16,46.4,50.7,43.39,50.29,22080836
2008-10-17,48.83,62.33,48.41,50.65,12913494
2008-10-20,52.17,53.1,49.91,52.97,8450014
2008-10-21,51.86,52.95,49.92,50.23,8655270
2008-10-22,50.05,52.47,47.9,49.99,19328696
2008-10-23,43.37,50.91,43.31,50.32,32601756
2008-10-24,44.75,52.32,44.5,48.96,19603212
2008-10-27,49,52.59,48.43,49.58,11759294
2008-10-28,51.5,56.3,49.07,56.04,14836789
2008-10-29,55.65,59.79,54.52,56.89,15208789
2008-10-30,58.76,59.89,55.08,56.71,11127260
2008-10-31,56.01,57.25,55.01,57.24,8392785
2008-11-03,56.39,57.25,55.02,55.77,7165876
2008-11-04,57.17,58.73,55.22,58.45,7663692
2008-11-05,57.47,58,51.62,51.98,11498326
2008-11-06,49.93,51.04,46.3,47.22,15457271
2008-11-07,47.76,49.79,47.01,49.21,7439842
2008-11-10,49.98,50.68,46.86,48.46,8964828
2008-11-11,47.1,48.06,44.81,46.3,9938921
2008-11-12,43.99,45.44,40.9,41.56,14759118
2008-11-13,41.4,45,38.48,44.93,16934572
2008-11-14,43.61,44.5,41.5,41.75,11949631
2008-11-17,39.91,41.26,39.07,39.69,10710211
2008-11-18,39.99,40.66,36.08,38.44,15048492
2008-11-19,38.01,39,35.75,35.84,12520983
2008-11-20,35.25,39.72,34.68,35.03,18423044
2008-11-21,36.3,39,35.72,37.87,15040184
2008-11-24,38.88,43.44,38.7,42.5,14547222
2008-11-25,42.07,42.89,39.61,42.19,13013430
2008-11-26,40.79,44,40.29,43.96,13436676
2008-11-28,44.1,44.1,42.22,42.7,3687472
2008-12-01,42,43.26,40.38,40.47,11178695
2008-12-02,41.39,41.71,38.82,41.19,8713657
2008-12-03,40.16,45.88,40.05,45.21,15673055
2008-12-04,45.92,50.5,45.75,47.32,19781546
2008-12-05,45.77,48.49,43.3,48.26,14607681
2008-12-08,49,52.14,47.36,51.41,10932391
2008-12-09,49.85,54.48,49.7,51.25,13314602
2008-12-10,51.37,51.5,48.34,49.7,7753571
2008-12-11,49.33,50.49,48.17,48.25,7583364
2008-12-12,47.79,51.38,47.52,51.25,8664709
2008-12-15,50.82,50.95,48.15,48.85,7284852
2008-12-16,49.78,52.96,49.29,52.63,8862831
2008-12-17,52.43,54.77,51.53,53.18,9183043
2008-12-18,53,54.85,51.2,52.08,7518096
2008-12-19,51.54,52.99,50.92,51.56,10960781
2008-12-22,51.6,52.15,48.47,49.84,8924546
2008-12-23,50.3,51.61,50.12,51.08,5845369
2008-12-24,51.66,51.95,51.01,51.44,1649848
2008-12-26,53.73,53.95,51.55,51.78,6847242
2008-12-29,51.5,51.77,48.56,49.4,6507395
2008-12-30,49.57,51.21,48.74,50.76,6597874
2008-12-31,50.69,51.69,49.91,51.28,7792134
2009-01-02,51.1,54.53,51.07,54.36,7296342
2009-01-05,55.5,55.74,53.03,54.06,9508172
2009-01-06,54.55,58.22,53.75,57.36,11080050
2009-01-07,56.95,56.95,55.35,56.2,7942250
2009-01-08,55.03,57.32,54.58,57.16,6522645
2009-01-09,56.92,57,54.7,55.51,6684101
2009-01-12,54.25,54.3,50.87,51.92,9556074
2009-01-13,51.23,53.29,50.75,51.45,7882683
2009-01-14,50.06,50.1,48.14,48.49,10442502
2009-01-15,48.54,52.23,47.63,51.44,11617174
2009-01-16,52.03,52.33,49.53,51.59,8257933
2009-01-20,51.47,51.7,48.27,48.44,6746213
2009-01-21,49.5,50.69,48.25,50.54,5821170
2009-01-22,49.25,50.88,48.26,49.94,7133101
2009-01-23,48.94,51.42,48.45,50.63,5793280
2009-01-26,50.65,50.89,48.52,49.63,7155617
2009-01-27,49.47,50.42,47.72,48.44,8736891
2009-01-28,49.7,51.49,48.97,50.36,8055778
2009-01-29,49.97,51.85,49.14,50,17699094
2009-01-30,57.43,59.74,57.24,58.82,39781044
2009-02-02,58.51,62,58.13,61.15,19320594
2009-02-03,60.68,64.2,60,63.59,14693963
2009-02-04,63.22,63.44,60.83,61.06,13725421
2009-02-05,61.15,63.81,60.63,63.18,10168802
2009-02-06,63.18,67,63.18,66.55,12042781
2009-02-09,66.82,67.36,65.38,66.71,9436015
2009-02-10,66.15,67.23,63.07,63.31,10698369
2009-02-11,63.08,64.9,62.25,64.35,8347209
2009-02-12,63.25,64.25,61.71,63.96,8094722
2009-02-13,63.96,64.68,62.87,63.26,4128883
2009-02-17,61.5,62.65,61.18,61.67,7125788
2009-02-18,62.2,62.78,60.52,62.35,7365966
2009-02-19,62.84,64.18,61.67,61.95,6768856
2009-02-20,61.22,64.15,60.84,63.86,9353863
2009-02-23,64.11,64.91,61.52,61.71,7335993
2009-02-24,61.91,66.1,61.89,65.6,10270440
2009-02-25,64.8,65.75,62.82,63.71,9121919
2009-02-26,64.04,64.73,62.34,62.34,7274911
2009-02-27,61.17,65.08,60.94,64.79,11486777
2009-03-02,63.94,65.52,61.51,61.99,10510786
2009-03-03,62.95,63.29,61.3,61.7,9687560
2009-03-04,62.85,65.79,62.4,64.81,11948891
2009-03-05,64.15,65.8,63.6,64.77,11758019
2009-03-06,65.39,65.5,59.82,61.69,15093753
2009-03-09,62.2,64.03,60.15,60.49,13563217
2009-03-10,62.49,65.9,61.78,65.71,15435891
2009-03-11,66.24,69.37,65.27,68.54,13883396
2009-03-12,68.4,69.87,67.25,69.58,11350045
2009-03-13,69.64,69.74,67.53,68.63,8903480
2009-03-16,68.71,69.29,66.68,66.98,9437238
2009-03-17,67.4,71.71,67,71.35,11903004
2009-03-18,70.98,73.91,70.13,71.25,10402376
2009-03-19,71.47,71.91,69.24,70.1,8819023
2009-03-20,70.53,70.89,69.08,69.96,8468888
2009-03-23,71.5,75.61,70.7,75.58,8612359
2009-03-24,74.8,75,72.31,72.81,7457874
2009-03-25,73.36,73.95,69.84,72.4,7896554
2009-03-26,73.5,74.98,72.64,73.69,6657648
2009-03-27,71.71,72.29,70.1,70.52,8568766
2009-03-30,70.43,71.67,69.75,71.44,8371294
2009-03-31,72.97,74.5,72.12,73.44,8917993
2009-04-01,72.73,75.09,71.71,73.5,7041396
2009-04-02,74.1,77.24,73.44,76.34,11065439
2009-04-03,76.35,78.32,75.5,78.17,5809701
2009-04-06,77.07,78.36,76,77.99,5750368
2009-04-07,76.8,77.08,74.88,75.51,5748060
2009-04-08,76.15,77.11,74.57,76.98,5651091
2009-04-09,77.75,80,77.26,79.77,7081472
2009-04-13,79.84,79.97,77.85,78.94,6211504
2009-04-14,78,79.46,76.94,77.22,6160286
2009-04-15,75.78,75.81,73.51,74.71,9411679
2009-04-16,75.33,77.48,75.16,77.25,7457838
2009-04-17,76.78,78.72,75.88,78.05,7423889
2009-04-20,78.45,79.79,76.83,77.57,8682734
2009-04-21,77.76,79.1,77.29,78.74,7162026
2009-04-22,78.17,82.18,77.81,79.2,8748979
2009-04-23,81.4,82.06,79.08,80.61,15858697
2009-04-24,82.01,86.68,80.73,84.46,23483810
2009-04-27,83.87,84.98,82.21,83.12,9703588
2009-04-28,82.57,85.35,82.4,82.4,7923169
2009-04-29,82.98,82.99,79.26,79.79,9723940
2009-04-30,80.93,82.67,79.89,80.52,8537600
2009-05-01,80.15,80.38,77.85,78.96,6121410
2009-05-04,80.36,81.35,78.85,79.77,7027040
2009-05-05,81.09,82,80.19,81.9,5869697
2009-05-06,82.8,83.6,79.66,81.99,8600639
2009-05-07,82.75,82.75,77.88,79.28,9629272
2009-05-08,79.74,80.23,76.31,77.95,8192526
2009-05-11,76.9,79.85,76.01,78.61,6871202
2009-05-12,78.77,78.97,76.53,77.93,5548672
2009-05-13,76.25,76.65,74.01,74.19,8769083
2009-05-14,73.76,76.06,73.31,75.11,9341390
2009-05-15,74.47,76.21,73.42,73.6,8008514
2009-05-18,73.85,75.96,73.1,75.95,6828812
2009-05-19,75.43,78.96,75.12,77.87,8028819
2009-05-20,78.39,81.11,77.42,77.97,7350938
2009-05-21,76.75,77.97,75.4,75.96,5640225
2009-05-22,75.93,77.04,75.02,75.64,3483911
2009-05-26,75.08,78.48,74.55,78.39,6697205
2009-05-27,78.5,79.5,76.75,77.1,5565585
2009-05-28,77.72,79.1,75.88,77.65,4943046
2009-05-29,77.69,78.01,76.4,77.99,5071226
2009-06-01,78.22,84.8,77.49,83.05,10786032
2009-06-02,82.42,85.45,82.1,84.93,9396330
2009-06-03,83.13,85.71,83.13,85.68,7601560
2009-06-04,85.36,86.4,84.57,85.52,5465207
2009-06-05,86.4,87.95,85.3,87.56,8263086
2009-06-08,86.6,87.18,85.11,86.36,5600459
2009-06-09,87,87.67,86.17,87.08,4473639
2009-06-10,87.62,88.56,84.83,86.59,6073466
2009-06-11,86.4,87.49,85.05,85.69,5009514
2009-06-12,85.01,85.2,82.01,84.08,6222654
2009-06-15,82.6,83.3,81,83.18,5401483
2009-06-16,83.78,83.95,81.28,82.15,5465715
2009-06-17,82.5,84.3,80.64,82.65,7783976
2009-06-18,82.81,82.95,81,81.6,5451059
2009-06-19,82.35,83.46,81.5,82.96,5437669
2009-06-22,82.43,82.43,78.56,79.15,9743809
2009-06-23,79.07,79.1,76.25,77.68,7415351
2009-06-24,78.02,80.53,77.8,79.27,6081398
2009-06-25,79.1,82.23,79.03,82.2,7359678
2009-06-26,81.96,84.14,81.13,83.88,8774289
2009-06-29,84.09,84.2,82.41,83.03,6270014
2009-06-30,83.72,84.92,82.47,83.66,7984747
2009-07-01,84.42,84.5,81.37,81.6,6980857
2009-07-02,81.37,81.37,78.51,79.32,7218455
2009-07-06,78.5,78.89,76.54,78.1,7367777
2009-07-07,78.38,78.69,75.41,75.63,6491424
2009-07-08,76.55,77.93,75.7,77.36,8540312
2009-07-09,78.25,78.54,76.82,78.1,6359453
2009-07-10,77.52,78.82,76.17,77.63,5976011
2009-07-13,78.01,81.65,78.01,81.47,8033264
2009-07-14,81.39,82.42,80.42,81.95,4543597
2009-07-15,83.02,84.64,82.78,84.55,6323538
2009-07-16,84.43,86.24,83.72,86.11,5351505
2009-07-17,85.93,86.5,85.2,85.85,5051499
2009-07-20,86.26,88.88,86.26,88.23,6039239
2009-07-21,88.61,89.01,87.4,89.01,7699088
2009-07-22,88.54,89.23,87.78,88.79,5260905
2009-07-23,89.89,94.4,89.59,93.87,18741541
2009-07-24,87.74,88.9,85.5,86.49,19213472
2009-07-27,86.15,86.49,83.56,84.24,11246967
2009-07-28,83.84,85.64,82.6,84.98,8762791
2009-07-29,84.47,85.5,83.52,84.34,6497066
2009-07-30,85.64,87.25,85.17,86.09,7235143
2009-07-31,85.77,86.75,84.62,85.76,5886844
2009-08-03,87.15,88.2,86.56,87.44,6647366
2009-08-04,87.44,87.48,84.93,85.8,6159861
2009-08-05,85.7,85.75,83.02,84.29,7259574
2009-08-06,84.37,84.84,83.05,84.47,4692974
2009-08-07,84.23,85.96,84.1,85.32,5627741
2009-08-10,84.99,85.47,83.27,84.44,4434247
2009-08-11,83.68,84.4,82.45,83.56,5014610
2009-08-12,83.56,86.6,83.38,85.96,5599691
2009-08-13,85.58,86.37,84.07,84.6,5698184
2009-08-14,84.17,84.17,82.78,83.58,4924587
2009-08-17,81.18,81.78,80.25,81.06,6872442
2009-08-18,81.31,82.69,80.79,82.12,5883480
2009-08-19,81.08,83,80.49,83,5165928
2009-08-20,82.97,84.35,82.66,84.09,5374625
2009-08-21,84.88,85.06,83.54,85,6128976
2009-08-24,85.25,85.59,84.24,84.5,4722854
2009-08-25,84.68,86.34,83.95,84.19,4790997
2009-08-26,84.02,84.76,83.38,84,3601563
2009-08-27,84.02,84.85,83.14,84.31,3997422
2009-08-28,84.7,84.99,82.57,82.76,4616028
2009-08-31,81.81,81.95,80.35,81.19,5258359
2009-09-01,80.77,82.42,79,79.16,6240436
2009-09-02,79.01,80.15,77.8,78.14,6507409
2009-09-03,78.52,78.96,77.51,78.46,4138703
2009-09-04,78.25,79.78,77.63,78.87,4671413
2009-09-08,79.61,81.04,78.87,80.9,7031651
2009-09-09,80.59,82.63,80.5,82.24,6770356
2009-09-10,82.33,84.07,82.3,83.85,7016564
2009-09-11,84.55,84.9,83.76,84.54,6006483
2009-09-14,83.82,84.57,83.46,83.86,3571880
2009-09-15,84.01,84.41,82.79,83.55,4446643
2009-09-16,85.97,90.98,85.9,90.7,13055571
2009-09-17,90.81,91.19,89,90.44,7872325
2009-09-18,90.74,91,89.47,90.28,6769073
2009-09-21,89.73,90.76,88.48,90.56,4208993
2009-09-22,91.66,94.19,91.1,93.75,8259483
2009-09-23,92.91,94.5,92.22,92.38,5685187
2009-09-24,91.62,92.71,90.77,92.11,5071609
2009-09-25,91.41,92.25,89.75,90.52,4253832
2009-09-28,90.92,92.81,90.6,92.21,3507543
2009-09-29,91.97,92.33,90.1,91.72,4393815
2009-09-30,92.22,94.17,91.43,93.36,8398471
2009-10-01,92.75,92.9,90.37,91.04,6631461
2009-10-02,90.05,91.14,89.58,89.85,5033977
2009-10-05,90.09,90.93,88.27,88.67,7027959
2009-10-06,89.33,91.08,88.4,90.91,6945709
2009-10-07,91.5,94.48,91.15,93.97,7438953
2009-10-08,94.87,96.72,94.23,95.22,9674261
2009-10-09,95.01,95.95,94.26,95.71,4693300
2009-10-12,96.09,96.25,93.07,93.6,5590219
2009-10-13,93.73,95.25,93.68,94.83,4714372
2009-10-14,96.23,97.82,96.02,97.46,5539290
2009-10-15,95.12,97.06,95.08,96.01,6241093
2009-10-16,95.25,96.12,93.61,95.32,7037410
2009-10-19,95.24,96.28,94.25,94.68,6016784
2009-10-20,96,96.1,94.27,94.98,7777505
2009-10-21,95.14,96.63,92.91,93.42,7723236
2009-10-22,93.6,94.1,91.7,93.45,16072863
2009-10-23,110.88,119.65,110.62,118.49,58234083
2009-10-26,119.23,125.68,118.49,124.64,32241257
2009-10-27,122.82,124.26,119.42,122.07,20290283
2009-10-28,122.07,125.12,120.76,121.64,16885217
2009-10-29,123.74,124.3,120.12,122.58,12817126
2009-10-30,121.96,122.9,118.21,118.81,13314331
2009-11-02,118.56,119.5,116.71,118.84,11279699
2009-11-03,117.66,118.88,116.63,118.37,9476407
2009-11-04,119.02,119.25,116.76,117.1,7615328
2009-11-05,117.5,120.95,116.25,120.61,9085096
2009-11-06,123,126.98,122.67,126.2,13224733
2009-11-09,127.21,128.32,125.59,126.67,8622545
2009-11-10,126.92,130.61,126,130.15,10524670
2009-11-11,131.22,131.31,128.33,129.91,7432439
2009-11-12,130.08,132.15,129.98,130.53,7209250
2009-11-13,131.15,132.99,129.75,132.97,7375073
2009-11-16,131.92,134.56,130.98,131.59,8965450
2009-11-17,131.31,131.85,129.32,131.25,7747027
2009-11-18,130.84,131.41,129.53,131.29,5212230
2009-11-19,130.41,130.54,128.48,128.99,5997922
2009-11-20,127.51,129.99,127.41,129.66,6649397
2009-11-23,131.21,133,131,133,6832321
2009-11-24,133.64,134.33,132.22,132.94,7308694
2009-11-25,133.45,134.2,132.4,134.03,5071113
2009-11-27,130,133,129.88,131.74,4422567
2009-11-30,132.2,136.08,132.16,135.91,10111891
2009-12-01,137.1,139.35,135.75,138.5,9637304
2009-12-02,139.18,142.67,138.96,142.25,11674166
2009-12-03,143.7,145.91,140.77,141.17,16509959
2009-12-04,143.34,143.45,135.11,137.58,14823643
2009-12-07,138,139,133.84,134.21,7832687
2009-12-08,134.21,136.08,132.87,134.11,8000944
2009-12-09,134.6,134.71,129.82,131.31,12601667
2009-12-10,132.51,136.19,132.4,135.38,11342711
2009-12-11,136.12,136.29,133.2,134.15,8046688
2009-12-14,132.43,132.61,129.35,131.38,10002414
2009-12-15,130.51,132.46,129.59,130.23,7428676
